:START_ID(Question),:END_ID(Disease),:TYPE
Q06826,D07949,QUESTION_HAS_DISEASE
Q06826,D03853,QUESTION_HAS_DISEASE
Q06826,D08184,QUESTION_HAS_DISEASE
Q06826,D13301,QUESTION_HAS_DISEASE
Q06826,D16450,QUESTION_HAS_DISEASE
Q06826,D03430,QUESTION_HAS_DISEASE
Q06826,D01411,QUESTION_HAS_DISEASE
Q06826,D00818,QUESTION_HAS_DISEASE
Q06826,D01689,QUESTION_HAS_DISEASE
Q06826,D01004,QUESTION_HAS_DISEASE
Q06826,D12867,QUESTION_HAS_DISEASE
Q06827,D08931,QUESTION_HAS_DISEASE
Q06827,D05424,QUESTION_HAS_DISEASE
Q06828,D14812,QUESTION_HAS_DISEASE
Q06828,D04028,QUESTION_HAS_DISEASE
Q06828,D14763,QUESTION_HAS_DISEASE
Q06828,D08630,QUESTION_HAS_DISEASE
Q06828,D10488,QUESTION_HAS_DISEASE
Q06828,D05546,QUESTION_HAS_DISEASE
Q06829,D09759,QUESTION_HAS_DISEASE
Q06829,D07939,QUESTION_HAS_DISEASE
Q06829,D11370,QUESTION_HAS_DISEASE
Q06829,D07994,QUESTION_HAS_DISEASE
Q06829,D12711,QUESTION_HAS_DISEASE
Q06829,D06228,QUESTION_HAS_DISEASE
Q06829,D03780,QUESTION_HAS_DISEASE
Q06829,D08012,QUESTION_HAS_DISEASE
Q06830,D15895,QUESTION_HAS_DISEASE
Q06830,D11945,QUESTION_HAS_DISEASE
Q06830,D00322,QUESTION_HAS_DISEASE
Q06830,D10631,QUESTION_HAS_DISEASE
Q06830,D02645,QUESTION_HAS_DISEASE
Q06831,D11382,QUESTION_HAS_DISEASE
Q06831,D09329,QUESTION_HAS_DISEASE
Q06831,D06579,QUESTION_HAS_DISEASE
Q06831,D10238,QUESTION_HAS_DISEASE
Q06831,D15191,QUESTION_HAS_DISEASE
Q06831,D09314,QUESTION_HAS_DISEASE
Q06831,D06878,QUESTION_HAS_DISEASE
Q06831,D11386,QUESTION_HAS_DISEASE
Q06831,D15259,QUESTION_HAS_DISEASE
Q06832,D05480,QUESTION_HAS_DISEASE
Q06832,D14230,QUESTION_HAS_DISEASE
Q06833,D03180,QUESTION_HAS_DISEASE
Q06833,D00676,QUESTION_HAS_DISEASE
Q06833,D05922,QUESTION_HAS_DISEASE
Q06834,D01856,QUESTION_HAS_DISEASE
Q06834,D04979,QUESTION_HAS_DISEASE
Q06835,D07415,QUESTION_HAS_DISEASE
Q06835,D01730,QUESTION_HAS_DISEASE
Q06835,D03062,QUESTION_HAS_DISEASE
Q06835,D12993,QUESTION_HAS_DISEASE
Q06835,D12995,QUESTION_HAS_DISEASE
Q06836,D14954,QUESTION_HAS_DISEASE
Q06836,D16437,QUESTION_HAS_DISEASE
Q06836,D06334,QUESTION_HAS_DISEASE
Q06836,D02004,QUESTION_HAS_DISEASE
Q06836,D11601,QUESTION_HAS_DISEASE
Q06837,D14954,QUESTION_HAS_DISEASE
Q06837,D10081,QUESTION_HAS_DISEASE
Q06837,D02318,QUESTION_HAS_DISEASE
Q06838,D14954,QUESTION_HAS_DISEASE
Q06838,D02385,QUESTION_HAS_DISEASE
Q06838,D02028,QUESTION_HAS_DISEASE
Q06838,D02004,QUESTION_HAS_DISEASE
Q06838,D02025,QUESTION_HAS_DISEASE
Q06839,D14954,QUESTION_HAS_DISEASE
Q06840,D14954,QUESTION_HAS_DISEASE
Q06841,D11790,QUESTION_HAS_DISEASE
Q06842,D09234,QUESTION_HAS_DISEASE
Q06842,D15936,QUESTION_HAS_DISEASE
Q06842,D06722,QUESTION_HAS_DISEASE
Q06842,D08719,QUESTION_HAS_DISEASE
Q06842,D03180,QUESTION_HAS_DISEASE
Q06843,D07413,QUESTION_HAS_DISEASE
Q06843,D14197,QUESTION_HAS_DISEASE
Q06843,D13446,QUESTION_HAS_DISEASE
Q06843,D01875,QUESTION_HAS_DISEASE
Q06843,D08345,QUESTION_HAS_DISEASE
Q06843,D14493,QUESTION_HAS_DISEASE
Q06843,D00150,QUESTION_HAS_DISEASE
Q06843,D05934,QUESTION_HAS_DISEASE
Q06843,D07477,QUESTION_HAS_DISEASE
Q06843,D02728,QUESTION_HAS_DISEASE
Q06843,D10005,QUESTION_HAS_DISEASE
Q06843,D05091,QUESTION_HAS_DISEASE
Q06843,D01358,QUESTION_HAS_DISEASE
Q06843,D09993,QUESTION_HAS_DISEASE
Q06843,D03688,QUESTION_HAS_DISEASE
Q06843,D15585,QUESTION_HAS_DISEASE
Q06843,D13764,QUESTION_HAS_DISEASE
Q06843,D01389,QUESTION_HAS_DISEASE
Q06843,D06877,QUESTION_HAS_DISEASE
Q06843,D08089,QUESTION_HAS_DISEASE
Q06843,D16615,QUESTION_HAS_DISEASE
Q06843,D09234,QUESTION_HAS_DISEASE
Q06843,D07029,QUESTION_HAS_DISEASE
Q06843,D14829,QUESTION_HAS_DISEASE
Q06843,D08028,QUESTION_HAS_DISEASE
Q06843,D01004,QUESTION_HAS_DISEASE
Q06844,D04552,QUESTION_HAS_DISEASE
Q06844,D04526,QUESTION_HAS_DISEASE
Q06844,D04525,QUESTION_HAS_DISEASE
Q06844,D01839,QUESTION_HAS_DISEASE
Q06846,D01730,QUESTION_HAS_DISEASE
Q06846,D05813,QUESTION_HAS_DISEASE
Q06847,D06526,QUESTION_HAS_DISEASE
Q06847,D03550,QUESTION_HAS_DISEASE
Q06847,D05488,QUESTION_HAS_DISEASE
Q06847,D09001,QUESTION_HAS_DISEASE
Q06847,D14499,QUESTION_HAS_DISEASE
Q06847,D01189,QUESTION_HAS_DISEASE
Q06847,D09537,QUESTION_HAS_DISEASE
Q06847,D12427,QUESTION_HAS_DISEASE
Q06847,D07967,QUESTION_HAS_DISEASE
Q06847,D07238,QUESTION_HAS_DISEASE
Q06847,D07477,QUESTION_HAS_DISEASE
Q06847,D04145,QUESTION_HAS_DISEASE
Q06847,D02728,QUESTION_HAS_DISEASE
Q06847,D05091,QUESTION_HAS_DISEASE
Q06847,D00818,QUESTION_HAS_DISEASE
Q06847,D03497,QUESTION_HAS_DISEASE
Q06847,D13816,QUESTION_HAS_DISEASE
Q06847,D11338,QUESTION_HAS_DISEASE
Q06847,D00314,QUESTION_HAS_DISEASE
Q06847,D15706,QUESTION_HAS_DISEASE
Q06847,D15585,QUESTION_HAS_DISEASE
Q06847,D10101,QUESTION_HAS_DISEASE
Q06847,D11269,QUESTION_HAS_DISEASE
Q06847,D08196,QUESTION_HAS_DISEASE
Q06847,D14829,QUESTION_HAS_DISEASE
Q06847,D03430,QUESTION_HAS_DISEASE
Q06847,D08028,QUESTION_HAS_DISEASE
Q06847,D07443,QUESTION_HAS_DISEASE
Q06847,D01004,QUESTION_HAS_DISEASE
Q06847,D15399,QUESTION_HAS_DISEASE
Q06847,D03958,QUESTION_HAS_DISEASE
Q06848,D15840,QUESTION_HAS_DISEASE
Q06848,D01976,QUESTION_HAS_DISEASE
Q06849,D14012,QUESTION_HAS_DISEASE
Q06849,D09922,QUESTION_HAS_DISEASE
Q06849,D11382,QUESTION_HAS_DISEASE
Q06849,D10626,QUESTION_HAS_DISEASE
Q06849,D07621,QUESTION_HAS_DISEASE
Q06849,D13883,QUESTION_HAS_DISEASE
Q06849,D15081,QUESTION_HAS_DISEASE
Q06849,D07607,QUESTION_HAS_DISEASE
Q06849,D04861,QUESTION_HAS_DISEASE
Q06849,D13875,QUESTION_HAS_DISEASE
Q06849,D03578,QUESTION_HAS_DISEASE
Q06849,D07523,QUESTION_HAS_DISEASE
Q06849,D04951,QUESTION_HAS_DISEASE
Q06849,D03563,QUESTION_HAS_DISEASE
Q06850,D11527,QUESTION_HAS_DISEASE
Q06850,D13446,QUESTION_HAS_DISEASE
Q06850,D03958,QUESTION_HAS_DISEASE
Q06850,D16293,QUESTION_HAS_DISEASE
Q06850,D13883,QUESTION_HAS_DISEASE
Q06850,D03563,QUESTION_HAS_DISEASE
Q06850,D04954,QUESTION_HAS_DISEASE
Q06850,D16453,QUESTION_HAS_DISEASE
Q06850,D11382,QUESTION_HAS_DISEASE
Q06850,D13875,QUESTION_HAS_DISEASE
Q06850,D05649,QUESTION_HAS_DISEASE
Q06850,D03562,QUESTION_HAS_DISEASE
Q06850,D06516,QUESTION_HAS_DISEASE
Q06850,D12903,QUESTION_HAS_DISEASE
Q06850,D01251,QUESTION_HAS_DISEASE
Q06850,D16450,QUESTION_HAS_DISEASE
Q06850,D14214,QUESTION_HAS_DISEASE
Q06850,D07355,QUESTION_HAS_DISEASE
Q06850,D15081,QUESTION_HAS_DISEASE
Q06850,D13869,QUESTION_HAS_DISEASE
Q06850,D08042,QUESTION_HAS_DISEASE
Q06850,D03430,QUESTION_HAS_DISEASE
Q06850,D10595,QUESTION_HAS_DISEASE
Q06850,D02539,QUESTION_HAS_DISEASE
Q06850,D06857,QUESTION_HAS_DISEASE
Q06851,D15901,QUESTION_HAS_DISEASE
Q06851,D07599,QUESTION_HAS_DISEASE
Q06851,D10967,QUESTION_HAS_DISEASE
Q06851,D02004,QUESTION_HAS_DISEASE
Q06851,D10969,QUESTION_HAS_DISEASE
Q06851,D11516,QUESTION_HAS_DISEASE
Q06851,D14763,QUESTION_HAS_DISEASE
Q06852,D07141,QUESTION_HAS_DISEASE
Q06852,D14651,QUESTION_HAS_DISEASE
Q06852,D14444,QUESTION_HAS_DISEASE
Q06852,D05364,QUESTION_HAS_DISEASE
Q06852,D10967,QUESTION_HAS_DISEASE
Q06852,D03804,QUESTION_HAS_DISEASE
Q06852,D03154,QUESTION_HAS_DISEASE
Q06852,D00937,QUESTION_HAS_DISEASE
Q06852,D10969,QUESTION_HAS_DISEASE
Q06852,D08042,QUESTION_HAS_DISEASE
Q06852,D15901,QUESTION_HAS_DISEASE
Q06852,D14763,QUESTION_HAS_DISEASE
Q06852,D04029,QUESTION_HAS_DISEASE
Q06853,D15901,QUESTION_HAS_DISEASE
Q06854,D02028,QUESTION_HAS_DISEASE
Q06854,D02026,QUESTION_HAS_DISEASE
Q06854,D02004,QUESTION_HAS_DISEASE
Q06854,D15901,QUESTION_HAS_DISEASE
Q06855,D14763,QUESTION_HAS_DISEASE
Q06855,D16175,QUESTION_HAS_DISEASE
Q06855,D10953,QUESTION_HAS_DISEASE
Q06855,D15901,QUESTION_HAS_DISEASE
Q06856,D11243,QUESTION_HAS_DISEASE
Q06856,D03384,QUESTION_HAS_DISEASE
Q06856,D03016,QUESTION_HAS_DISEASE
Q06856,D02004,QUESTION_HAS_DISEASE
Q06856,D11135,QUESTION_HAS_DISEASE
Q06856,D08347,QUESTION_HAS_DISEASE
Q06856,D10969,QUESTION_HAS_DISEASE
Q06856,D12302,QUESTION_HAS_DISEASE
Q06856,D06918,QUESTION_HAS_DISEASE
Q06857,D10969,QUESTION_HAS_DISEASE
Q06857,D06919,QUESTION_HAS_DISEASE
Q06857,D11136,QUESTION_HAS_DISEASE
Q06857,D11155,QUESTION_HAS_DISEASE
Q06857,D09139,QUESTION_HAS_DISEASE
Q06857,D14459,QUESTION_HAS_DISEASE
Q06857,D02171,QUESTION_HAS_DISEASE
Q06858,D00023,QUESTION_HAS_DISEASE
Q06858,D07889,QUESTION_HAS_DISEASE
Q06858,D12340,QUESTION_HAS_DISEASE
Q06858,D15035,QUESTION_HAS_DISEASE
Q06858,D05677,QUESTION_HAS_DISEASE
Q06858,D07105,QUESTION_HAS_DISEASE
Q06858,D04468,QUESTION_HAS_DISEASE
Q06859,D04459,QUESTION_HAS_DISEASE
Q06859,D12388,QUESTION_HAS_DISEASE
Q06859,D05626,QUESTION_HAS_DISEASE
Q06860,D04459,QUESTION_HAS_DISEASE
Q06860,D07238,QUESTION_HAS_DISEASE
Q06860,D05685,QUESTION_HAS_DISEASE
Q06860,D15927,QUESTION_HAS_DISEASE
Q06860,D11120,QUESTION_HAS_DISEASE
Q06860,D15549,QUESTION_HAS_DISEASE
Q06860,D13780,QUESTION_HAS_DISEASE
Q06860,D05091,QUESTION_HAS_DISEASE
Q06860,D15988,QUESTION_HAS_DISEASE
Q06860,D13144,QUESTION_HAS_DISEASE
Q06860,D16450,QUESTION_HAS_DISEASE
Q06860,D01461,QUESTION_HAS_DISEASE
Q06860,D03520,QUESTION_HAS_DISEASE
Q06860,D12866,QUESTION_HAS_DISEASE
Q06860,D03554,QUESTION_HAS_DISEASE
Q06860,D12904,QUESTION_HAS_DISEASE
Q06860,D10998,QUESTION_HAS_DISEASE
Q06860,D08028,QUESTION_HAS_DISEASE
Q06860,D05152,QUESTION_HAS_DISEASE
Q06861,D04002,QUESTION_HAS_DISEASE
Q06861,D04004,QUESTION_HAS_DISEASE
Q06861,D11790,QUESTION_HAS_DISEASE
Q06861,D10384,QUESTION_HAS_DISEASE
Q06861,D03814,QUESTION_HAS_DISEASE
Q06861,D13861,QUESTION_HAS_DISEASE
Q06861,D01730,QUESTION_HAS_DISEASE
Q06861,D04145,QUESTION_HAS_DISEASE
Q06861,D04185,QUESTION_HAS_DISEASE
Q06861,D11992,QUESTION_HAS_DISEASE
Q06861,D13555,QUESTION_HAS_DISEASE
Q06861,D16450,QUESTION_HAS_DISEASE
Q06861,D07355,QUESTION_HAS_DISEASE
Q06861,D14245,QUESTION_HAS_DISEASE
Q06861,D10532,QUESTION_HAS_DISEASE
Q06861,D15035,QUESTION_HAS_DISEASE
Q06861,D03430,QUESTION_HAS_DISEASE
Q06861,D08861,QUESTION_HAS_DISEASE
Q06861,D06857,QUESTION_HAS_DISEASE
Q06862,D10865,QUESTION_HAS_DISEASE
Q06862,D01004,QUESTION_HAS_DISEASE
Q06862,D06295,QUESTION_HAS_DISEASE
Q06862,D02855,QUESTION_HAS_DISEASE
Q06862,D06670,QUESTION_HAS_DISEASE
Q06862,D10857,QUESTION_HAS_DISEASE
Q06862,D11798,QUESTION_HAS_DISEASE
Q06862,D11777,QUESTION_HAS_DISEASE
Q06862,D16578,QUESTION_HAS_DISEASE
Q06862,D10469,QUESTION_HAS_DISEASE
Q06862,D03180,QUESTION_HAS_DISEASE
Q06862,D14343,QUESTION_HAS_DISEASE
Q06862,D00175,QUESTION_HAS_DISEASE
Q06863,D12266,QUESTION_HAS_DISEASE
Q06863,D08725,QUESTION_HAS_DISEASE
Q06863,D10865,QUESTION_HAS_DISEASE
Q06863,D01004,QUESTION_HAS_DISEASE
Q06863,D16615,QUESTION_HAS_DISEASE
Q06863,D06295,QUESTION_HAS_DISEASE
Q06863,D02701,QUESTION_HAS_DISEASE
Q06863,D11777,QUESTION_HAS_DISEASE
Q06863,D10866,QUESTION_HAS_DISEASE
Q06863,D15527,QUESTION_HAS_DISEASE
Q06863,D05317,QUESTION_HAS_DISEASE
Q06863,D14343,QUESTION_HAS_DISEASE
Q06864,D10865,QUESTION_HAS_DISEASE
Q06864,D06670,QUESTION_HAS_DISEASE
Q06864,D11798,QUESTION_HAS_DISEASE
Q06864,D15936,QUESTION_HAS_DISEASE
Q06864,D10469,QUESTION_HAS_DISEASE
Q06864,D08719,QUESTION_HAS_DISEASE
Q06865,D03180,QUESTION_HAS_DISEASE
Q06865,D10865,QUESTION_HAS_DISEASE
Q06866,D03180,QUESTION_HAS_DISEASE
Q06866,D10865,QUESTION_HAS_DISEASE
Q06867,D10904,QUESTION_HAS_DISEASE
Q06867,D00228,QUESTION_HAS_DISEASE
Q06867,D15344,QUESTION_HAS_DISEASE
Q06867,D05544,QUESTION_HAS_DISEASE
Q06867,D05555,QUESTION_HAS_DISEASE
Q06867,D01139,QUESTION_HAS_DISEASE
Q06867,D10736,QUESTION_HAS_DISEASE
Q06867,D15842,QUESTION_HAS_DISEASE
Q06867,D06584,QUESTION_HAS_DISEASE
Q06868,D05544,QUESTION_HAS_DISEASE
Q06868,D04609,QUESTION_HAS_DISEASE
Q06869,D10287,QUESTION_HAS_DISEASE
Q06869,D13117,QUESTION_HAS_DISEASE
Q06869,D08861,QUESTION_HAS_DISEASE
Q06869,D05849,QUESTION_HAS_DISEASE
Q06869,D14214,QUESTION_HAS_DISEASE
Q06869,D05078,QUESTION_HAS_DISEASE
Q06869,D13041,QUESTION_HAS_DISEASE
Q06869,D09627,QUESTION_HAS_DISEASE
Q06870,D10287,QUESTION_HAS_DISEASE
Q06870,D05078,QUESTION_HAS_DISEASE
Q06870,D05849,QUESTION_HAS_DISEASE
Q06870,D11364,QUESTION_HAS_DISEASE
Q06870,D08031,QUESTION_HAS_DISEASE
Q06870,D13117,QUESTION_HAS_DISEASE
Q06870,D02344,QUESTION_HAS_DISEASE
Q06871,D04861,QUESTION_HAS_DISEASE
Q06871,D03347,QUESTION_HAS_DISEASE
Q06871,D09835,QUESTION_HAS_DISEASE
Q06871,D01320,QUESTION_HAS_DISEASE
Q06871,D13982,QUESTION_HAS_DISEASE
Q06871,D06175,QUESTION_HAS_DISEASE
Q06872,D03354,QUESTION_HAS_DISEASE
Q06872,D15209,QUESTION_HAS_DISEASE
Q06872,D13070,QUESTION_HAS_DISEASE
Q06872,D09835,QUESTION_HAS_DISEASE
Q06873,D12037,QUESTION_HAS_DISEASE
Q06874,D06042,QUESTION_HAS_DISEASE
Q06874,D02673,QUESTION_HAS_DISEASE
Q06874,D06043,QUESTION_HAS_DISEASE
Q06874,D05907,QUESTION_HAS_DISEASE
Q06874,D04273,QUESTION_HAS_DISEASE
Q06875,D08089,QUESTION_HAS_DISEASE
Q06875,D02515,QUESTION_HAS_DISEASE
Q06875,D02293,QUESTION_HAS_DISEASE
Q06875,D04145,QUESTION_HAS_DISEASE
Q06875,D10488,QUESTION_HAS_DISEASE
Q06875,D14165,QUESTION_HAS_DISEASE
Q06875,D14214,QUESTION_HAS_DISEASE
Q06876,D05623,QUESTION_HAS_DISEASE
Q06876,D02918,QUESTION_HAS_DISEASE
Q06876,D15180,QUESTION_HAS_DISEASE
Q06876,D05519,QUESTION_HAS_DISEASE
Q06877,D13968,QUESTION_HAS_DISEASE
Q06877,D14763,QUESTION_HAS_DISEASE
Q06877,D15837,QUESTION_HAS_DISEASE
Q06877,D04951,QUESTION_HAS_DISEASE
Q06877,D04959,QUESTION_HAS_DISEASE
Q06877,D01801,QUESTION_HAS_DISEASE
Q06878,D09628,QUESTION_HAS_DISEASE
Q06878,D15283,QUESTION_HAS_DISEASE
Q06879,D12317,QUESTION_HAS_DISEASE
Q06879,D02455,QUESTION_HAS_DISEASE
Q06879,D16033,QUESTION_HAS_DISEASE
Q06879,D03600,QUESTION_HAS_DISEASE
Q06879,D03601,QUESTION_HAS_DISEASE
Q06880,D03151,QUESTION_HAS_DISEASE
Q06880,D08861,QUESTION_HAS_DISEASE
Q06880,D07431,QUESTION_HAS_DISEASE
Q06880,D09994,QUESTION_HAS_DISEASE
Q06880,D02004,QUESTION_HAS_DISEASE
Q06880,D13567,QUESTION_HAS_DISEASE
Q06881,D01341,QUESTION_HAS_DISEASE
Q06881,D07431,QUESTION_HAS_DISEASE
Q06881,D10027,QUESTION_HAS_DISEASE
Q06881,D07901,QUESTION_HAS_DISEASE
Q06881,D13820,QUESTION_HAS_DISEASE
Q06881,D04643,QUESTION_HAS_DISEASE
Q06881,D11288,QUESTION_HAS_DISEASE
Q06881,D04145,QUESTION_HAS_DISEASE
Q06881,D03164,QUESTION_HAS_DISEASE
Q06881,D09993,QUESTION_HAS_DISEASE
Q06881,D05941,QUESTION_HAS_DISEASE
Q06881,D13816,QUESTION_HAS_DISEASE
Q06881,D08124,QUESTION_HAS_DISEASE
Q06881,D13019,QUESTION_HAS_DISEASE
Q06881,D14214,QUESTION_HAS_DISEASE
Q06881,D12831,QUESTION_HAS_DISEASE
Q06881,D06455,QUESTION_HAS_DISEASE
Q06881,D07699,QUESTION_HAS_DISEASE
Q06881,D13635,QUESTION_HAS_DISEASE
Q06881,D12340,QUESTION_HAS_DISEASE
Q06881,D10101,QUESTION_HAS_DISEASE
Q06881,D12843,QUESTION_HAS_DISEASE
Q06881,D14829,QUESTION_HAS_DISEASE
Q06881,D06005,QUESTION_HAS_DISEASE
Q06881,D06857,QUESTION_HAS_DISEASE
Q06882,D11126,QUESTION_HAS_DISEASE
Q06882,D11120,QUESTION_HAS_DISEASE
Q06882,D15837,QUESTION_HAS_DISEASE
Q06882,D00331,QUESTION_HAS_DISEASE
Q06883,D11969,QUESTION_HAS_DISEASE
Q06883,D02701,QUESTION_HAS_DISEASE
Q06883,D02705,QUESTION_HAS_DISEASE
Q06883,D03062,QUESTION_HAS_DISEASE
Q06883,D16504,QUESTION_HAS_DISEASE
Q06883,D11763,QUESTION_HAS_DISEASE
Q06883,D00175,QUESTION_HAS_DISEASE
Q06884,D02701,QUESTION_HAS_DISEASE
Q06884,D07414,QUESTION_HAS_DISEASE
Q06884,D03062,QUESTION_HAS_DISEASE
Q06884,D05909,QUESTION_HAS_DISEASE
Q06884,D12993,QUESTION_HAS_DISEASE
Q06884,D16504,QUESTION_HAS_DISEASE
Q06884,D01161,QUESTION_HAS_DISEASE
Q06884,D10658,QUESTION_HAS_DISEASE
Q06885,D02399,QUESTION_HAS_DISEASE
Q06885,D08768,QUESTION_HAS_DISEASE
Q06885,D02764,QUESTION_HAS_DISEASE
Q06885,D16664,QUESTION_HAS_DISEASE
Q06885,D16667,QUESTION_HAS_DISEASE
Q06885,D16504,QUESTION_HAS_DISEASE
Q06886,D02399,QUESTION_HAS_DISEASE
Q06886,D02705,QUESTION_HAS_DISEASE
Q06886,D16518,QUESTION_HAS_DISEASE
Q06886,D06805,QUESTION_HAS_DISEASE
Q06886,D02004,QUESTION_HAS_DISEASE
Q06886,D16664,QUESTION_HAS_DISEASE
Q06886,D16667,QUESTION_HAS_DISEASE
Q06887,D12258,QUESTION_HAS_DISEASE
Q06887,D05905,QUESTION_HAS_DISEASE
Q06888,D15936,QUESTION_HAS_DISEASE
Q06888,D11131,QUESTION_HAS_DISEASE
Q06888,D03180,QUESTION_HAS_DISEASE
Q06888,D15932,QUESTION_HAS_DISEASE
Q06889,D11129,QUESTION_HAS_DISEASE
Q06889,D11130,QUESTION_HAS_DISEASE
Q06889,D15936,QUESTION_HAS_DISEASE
Q06889,D11131,QUESTION_HAS_DISEASE
Q06889,D15932,QUESTION_HAS_DISEASE
Q06890,D01730,QUESTION_HAS_DISEASE
Q06890,D05839,QUESTION_HAS_DISEASE
Q06890,D02728,QUESTION_HAS_DISEASE
Q06890,D03062,QUESTION_HAS_DISEASE
Q06890,D11684,QUESTION_HAS_DISEASE
Q06891,D14895,QUESTION_HAS_DISEASE
Q06892,D04985,QUESTION_HAS_DISEASE
Q06892,D01743,QUESTION_HAS_DISEASE
Q06893,D13104,QUESTION_HAS_DISEASE
Q06893,D08861,QUESTION_HAS_DISEASE
Q06893,D10488,QUESTION_HAS_DISEASE
Q06893,D02004,QUESTION_HAS_DISEASE
Q06893,D06442,QUESTION_HAS_DISEASE
Q06894,D04630,QUESTION_HAS_DISEASE
Q06894,D06455,QUESTION_HAS_DISEASE
Q06894,D13104,QUESTION_HAS_DISEASE
Q06894,D08861,QUESTION_HAS_DISEASE
Q06894,D11527,QUESTION_HAS_DISEASE
Q06894,D08089,QUESTION_HAS_DISEASE
Q06894,D10488,QUESTION_HAS_DISEASE
Q06894,D04004,QUESTION_HAS_DISEASE
Q06894,D16333,QUESTION_HAS_DISEASE
Q06894,D04145,QUESTION_HAS_DISEASE
Q06894,D06442,QUESTION_HAS_DISEASE
Q06894,D15213,QUESTION_HAS_DISEASE
Q06894,D05547,QUESTION_HAS_DISEASE
Q06894,D15210,QUESTION_HAS_DISEASE
Q06894,D15389,QUESTION_HAS_DISEASE
Q06894,D10518,QUESTION_HAS_DISEASE
Q06894,D14214,QUESTION_HAS_DISEASE
Q06895,D06442,QUESTION_HAS_DISEASE
Q06897,D05739,QUESTION_HAS_DISEASE
Q06897,D04861,QUESTION_HAS_DISEASE
Q06897,D14314,QUESTION_HAS_DISEASE
Q06897,D09776,QUESTION_HAS_DISEASE
Q06897,D04103,QUESTION_HAS_DISEASE
Q06897,D07423,QUESTION_HAS_DISEASE
Q06897,D07817,QUESTION_HAS_DISEASE
Q06898,D05739,QUESTION_HAS_DISEASE
Q06898,D07423,QUESTION_HAS_DISEASE
Q06898,D06379,QUESTION_HAS_DISEASE
Q06898,D08719,QUESTION_HAS_DISEASE
Q06899,D01171,QUESTION_HAS_DISEASE
Q06899,D10532,QUESTION_HAS_DISEASE
Q06899,D02004,QUESTION_HAS_DISEASE
Q06899,D14145,QUESTION_HAS_DISEASE
Q06900,D04409,QUESTION_HAS_DISEASE
Q06900,D01172,QUESTION_HAS_DISEASE
Q06900,D01066,QUESTION_HAS_DISEASE
Q06901,D11249,QUESTION_HAS_DISEASE
Q06901,D08931,QUESTION_HAS_DISEASE
Q06901,D14829,QUESTION_HAS_DISEASE
Q06901,D06379,QUESTION_HAS_DISEASE
Q06901,D00150,QUESTION_HAS_DISEASE
Q06901,D08789,QUESTION_HAS_DISEASE
Q06902,D08069,QUESTION_HAS_DISEASE
Q06902,D07413,QUESTION_HAS_DISEASE
Q06902,D09679,QUESTION_HAS_DISEASE
Q06902,D14827,QUESTION_HAS_DISEASE
Q06903,D10113,QUESTION_HAS_DISEASE
Q06903,D14846,QUESTION_HAS_DISEASE
Q06903,D07992,QUESTION_HAS_DISEASE
Q06903,D02341,QUESTION_HAS_DISEASE
Q06904,D13295,QUESTION_HAS_DISEASE
Q06904,D01730,QUESTION_HAS_DISEASE
Q06905,D15810,QUESTION_HAS_DISEASE
Q06905,D12258,QUESTION_HAS_DISEASE
Q06905,D08594,QUESTION_HAS_DISEASE
Q06905,D06379,QUESTION_HAS_DISEASE
Q06905,D15932,QUESTION_HAS_DISEASE
Q06906,D08725,QUESTION_HAS_DISEASE
Q06906,D02445,QUESTION_HAS_DISEASE
Q06906,D10127,QUESTION_HAS_DISEASE
Q06906,D15936,QUESTION_HAS_DISEASE
Q06906,D06699,QUESTION_HAS_DISEASE
Q06906,D15817,QUESTION_HAS_DISEASE
Q06906,D08740,QUESTION_HAS_DISEASE
Q06906,D08594,QUESTION_HAS_DISEASE
Q06906,D13057,QUESTION_HAS_DISEASE
Q06907,D07801,QUESTION_HAS_DISEASE
Q06907,D08719,QUESTION_HAS_DISEASE
Q06907,D03747,QUESTION_HAS_DISEASE
Q06907,D04586,QUESTION_HAS_DISEASE
Q06907,D06295,QUESTION_HAS_DISEASE
Q06907,D11249,QUESTION_HAS_DISEASE
Q06907,D05152,QUESTION_HAS_DISEASE
Q06907,D12258,QUESTION_HAS_DISEASE
Q06907,D07154,QUESTION_HAS_DISEASE
Q06907,D13804,QUESTION_HAS_DISEASE
Q06907,D07226,QUESTION_HAS_DISEASE
Q06907,D06379,QUESTION_HAS_DISEASE
Q06907,D07157,QUESTION_HAS_DISEASE
Q06907,D10895,QUESTION_HAS_DISEASE
Q06907,D05317,QUESTION_HAS_DISEASE
Q06908,D09330,QUESTION_HAS_DISEASE
Q06908,D02645,QUESTION_HAS_DISEASE
Q06908,D07241,QUESTION_HAS_DISEASE
Q06908,D02975,QUESTION_HAS_DISEASE
Q06908,D10120,QUESTION_HAS_DISEASE
Q06908,D01087,QUESTION_HAS_DISEASE
Q06909,D09330,QUESTION_HAS_DISEASE
Q06909,D04004,QUESTION_HAS_DISEASE
Q06909,D13760,QUESTION_HAS_DISEASE
Q06909,D07238,QUESTION_HAS_DISEASE
Q06909,D12380,QUESTION_HAS_DISEASE
Q06909,D07241,QUESTION_HAS_DISEASE
Q06909,D10829,QUESTION_HAS_DISEASE
Q06909,D09423,QUESTION_HAS_DISEASE
Q06909,D13090,QUESTION_HAS_DISEASE
Q06909,D02975,QUESTION_HAS_DISEASE
Q06909,D14242,QUESTION_HAS_DISEASE
Q06909,D01550,QUESTION_HAS_DISEASE
Q06909,D12458,QUESTION_HAS_DISEASE
