disease_id:ID(Disease),name
D06910,glycogen storage disease type 1b
D06911,glycogen storage disease type 1b (gsd1b
D06912,glycogen storage disease type 4
D06913,glycogen storage disease type 4 (gsd 4
D06914,glycogen storage disease type 4 typically focuses on the signs and symptoms
D06915,glycogen storage disease type 4? glycogen storage disease type 4 (gsd 4
D06916,glycogen storage disease type 6 is a genetic disease
D06917,glycogen storage disease type 6? the human phenotype ontology provides the following list of signs and symptoms
D06918,glycogen storage disease type 7 (gsd7
D06919,glycogen storage disease type 7? the human phenotype ontology provides the following list of signs and symptoms
D06920,glycogen storage disease type i (also known as gsdi or von gierke disease
D06921,glycogen storage disease type i: - american liver foundation - canadian liver foundation - gene review: gene review: glycogen storage disease type i - genetic testing registry: glucose-6-phosphate transport defect - genetic testing registry: glycogen storage disease type 1a - genetic testing registry: glycogen storage disease
D06922,glycogen storage disease type ia (gsdia) and
D06923,glycogen storage disease type ib (gsdib
D06924,glycogen storage disease type iii: - gene review: gene review: glycogen storage disease type iii - genetic testing registry: glycogen storage disease type iii these resources from medlineplus offer information about the diagnosis and management of various health conditions: - diagnostic tests - drug therapy - surgery and rehabilitation - genetic counseling - palliative care
D06925,glycogen storage disease type iv (gsd
D06926,glycogen storage disease type iv: - gene review: gene review: glycogen storage disease type iv - genetic testing registry: glycogen storage disease
D06927,glycogen storage disease type ix (also known as
D06928,glycogen storage disease type ix: - gene review: gene review: phosphorylase kinase deficiency - genetic testing registry: glycogen storage disease ixb - genetic testing registry: glycogen storage disease ixc - genetic testing registry: glycogen storage disease ixd - genetic testing registry: glycogen storage disease type ixa1 these resources from medlineplus offer information about the diagnosis and management of various health conditions: - diagnostic tests - drug therapy - surgery and rehabilitation - genetic counseling - palliative care
D06929,glycogen storage disease type v (also known as gsdv or mcardle disease
D06930,glycogen storage disease type v: - gene review: gene review: glycogen storage disease type v - genetic testing registry: glycogen storage disease
D06931,glycogen storage disease type vi
D06932,glycogen storage disease type vii: - genetic testing registry: glycogen storage disease
D06933,gm2-gangliosidosis
D06934,gn
D06935,gnathodiaphyseal dysplasia
D06936,gnathodiaphyseal dysplasia change single protein building blocks (amino acids
D06937,goiter
D06938,goiter - hyperactivity - hyperthyroidism - intellectual disability - motor delay - premature birth - small
D06939,golabi-ito-hall syndrome
D06940,goldberg-shprintzen megacolon syndrome
D06941,goldenhar disease
D06942,goldenhar syndrome
D06943,gombo syndrome
D06944,gonadal dysgenesis
D06945,"gonadal dysgenesis 46,xy"
D06946,gonadal germ cell tumors
D06947,gonadoblastoma
D06948,gonadotropinomas
D06949,gonorrhea
D06950,goodpasture syndrome
D06951,goodpasture's syndrome
D06952,gordon syndrome
D06953,gorham's disease
D06954,gorlin bushkell jensen syndrome
D06955,gorlin syndrome
D06956,gorlin) syndrome
D06957,gout
D06958,gout gout
D06959,gouty arthritis
D06960,gpi deficiency
D06961,gracile
D06962,gracile syndrome
D06963,graft-versus-host disease
D06964,granulocytic sarcoma
D06965,granulocytopenia
D06966,granuloma
D06967,granuloma annulare
D06968,granulomas
D06969,granulomatosis
D06970,granulomatous
D06971,granulomatous amebic encephalitis
D06972,granulomatous colitis
D06973,granulomatous dermatitis
D06974,granulomatous disease
D06975,granulomatous diseases
D06976,granulomatous encephalitis
D06977,granulomatous hepatitis
D06978,grave's disease
D06979,graves
D06980,graves dermopathy
D06981,graves disease
D06982,graves disease 2 - genetic testing registry
D06983,graves diseasea disease
D06984,graves ophthalmopathy
D06985,graves' disease
D06986,greasy
D06987,green discoloration
D06988,greene syndrome
D06989,greig cephalopolysyndactyly syndrome
D06990,grey baby syndrome
D06991,grimacing
D06992,griscelli syndrome
D06993,griscelli syndrome type 1 - genetic testing registry
D06994,griscelli syndrome type 2 - genetic testing registry
D06995,griscelli syndrome type 2 do
D06996,griscelli syndrome type 2 have immune system abnormalities
D06997,griscelli syndrome type 3
D06998,griscelli syndrome type 3 these resources from medlineplus offer information about the diagnosis and management of various health conditions: - diagnostic tests - drug therapy - surgery and rehabilitation - genetic counseling - palliative care
D06999,"griscelli syndrome type 3. if the information is available, the table below includes how often the symptom"
D07000,griscelli syndrome type 3? the human phenotype ontology provides the following list of signs and symptoms for
D07001,grm6
D07002,grn-related frontotemporal dementia
D07003,groenouw type i corneal dystrophy
D07004,groin optic glioma
D07005,groin pain
D07006,growth abnormality - syndactyly - truncus arteriosus - the human phenotype ontology (hpo
D07007,growths
D07008,grunting
D07009,gsd
D07010,gsd 4
D07011,gsd 4 have
D07012,gsd ix
D07013,gsdi
D07014,gsdib
D07015,gss
D07016,gtcss
D07017,gtd
D07018,guanidinoacetate methyltransferase deficiency
D07019,guillain-barr
D07020,guillain-barr syndrome
D07021,guillain-barre syndrome
D07022,guillain-barré syndrome
D07023,guilt
D07024,gum disease
D07025,gupta patton syndrome
D07026,gurgling
D07027,guttate psoriasis
D07028,gynecological cancer
D07029,gynecomastia
D07030,gynecomastia - inguinal hernia - neoplasm - primary amenorrhea
D07031,gynecomastia - obesity - the human
D07032,gyrate atrophy
D07033,h syndrome
D07034,h. pylori infection
D07035,h1n1
D07036,h63d
D07037,h63d defects
D07038,haaf
D07039,hacking cough
D07040,hae
D07041,hae.in
D07042,haemophilus
D07043,haemophilus influenzae type b (hib
D07044,hailey-hailey disease
D07045,haim-munk syndrome
D07046,hair (trichothiodystrophy
D07047,hair - amenorrhea - autosomal dominant inheritance - cupped ear - epicanthus inversus - female infertility
D07048,hair - anophthalmia - autosomal recessive inheritance - camptodactyly of 2nd-5th fingers - deep philtrum - depressed nasal bridge - fibular hypoplasia - flared nostrils - fused fourth and fifth metacarpals - high palate - hip dislocation - intellectual disability - low-set ears - microphthalmia - oligodactyly (feet) - oligodactyly (hands) - postaxial hand polydactyly
D07049,hair - autosomal dominant inheritance
D07050,hair - autosomal dominant inheritance - fibrofolliculoma - renal cell carcinoma - renal cyst - spontaneous pneumothorax
D07051,hair - autosomal recessive inheritance - congenital ichthyosiform erythroderma - congenital nonbullous ichthyosiform erythroderma - external genital hypoplasia - growth delay - intellectual disability - palmoplantar keratoderma - paralysis - the human phenotype ontology (hpo
D07052,hair - autosomal recessive inheritance - hypogonadism - osteoporosis - osteosarcoma - premature arteriosclerosis - progeroid facial appearance - retinal degeneration
D07053,hair - brachycephaly - breast hypoplasia - camptodactyly - cerebral atrophy
D07054,hair - cataract - congenital nonbullous ichthyosiform erythroderma - cutaneous photosensitivity - flexion contracture - fragile nails - hypogonadism - igg deficiency - intellectual disability - intestinal obstruction
D07055,hair - congenital onychodystrophy - hair-nail ectodermal dysplasia - nail dystrophy
D07056,hair - disproportionate short-trunk
D07057,hair - dry skin - hepatomegaly - hypermetropia - hypertension - hypoplasia of teeth - hypoplasia of the iris - hypoplastic iliac wing - hypoplastic pelvis - increased cellular sensitivity to uv light - intellectual disability
D07058,hair - dysarthria - fragile nails - hip dislocation
D07059,hair - hepatomegaly - hip dysplasia - intellectual disability
D07060,hair - heterotopia - high pitched voice - hydrocephalus - hypertelorism - hypospadias - inguinal hernia - intellectual disability - intestinal malrotation
D07061,hair - hydronephrosis - hypoplastic male external genitalia - low anterior hairline - posteriorly rotated ears - prominent glabella - wide intermamillary distance - the human phenotype ontology (hpo
D07062,hair - hypergonadotropic hypogonadism
D07063,hair - hypodontia - hypoplastic nipples - microdontia - nail pits - nasolacrimal duct obstruction
D07064,hair - schwannoma - thyroid carcinoma - thyroid follicular hyperplasia - the human phenotype ontology (hpo
D07065,hair - sensorineural hearing impairment
D07066,hair - spina bifida - sporadic - telangiectasia - thin calvarium - thin ribs - thin vermilion
D07067,hair - spina bifida occulta - stenosis of the external auditory canal - supernumerary nipple - telangiectasia - ureteral duplication - visual impairment
D07068,hair - spondylolisthesis - visual loss
D07069,hair - steatocystoma multiplex - subungual hyperkeratosis
D07070,hair - syndactyly - tongue nodules - x-linked dominant inheritance
D07071,hair - syndactyly - widely spaced teeth
D07072,hair - talipes equinovarus - ventricular septal defect
D07073,hair - trichorrhexis nodosa
D07074,hair - ureteropelvic junction obstruction - violent behavior - webbed neck - wide mouth
D07075,hair abnormalities
D07076,hair abnormality
D07077,hair and hearing problems
D07078,hair and skin abnormalities
D07079,hair blue
D07080,hair dental abnormalities
D07081,hair disorder
D07082,hair hypotrichosis
D07083,hair infertility tall height abnormal body proportions (long legs
D07084,hair loss
D07085,hair loss - medlineplus encyclopedia
D07086,hair syndrome
D07087,"hair, small head size (microcephaly"
D07088,hair-an
D07089,hair-an syndrome
D07090,hairline
D07091,hairy (leukemia
D07092,hairy cell leukemia
D07093,hairy nevus - medlineplus encyclopedia
D07094,hajdu-cheney syndrome
D07095,hallerman-streiff syndrome
D07096,hallermann-streiff syndrome
D07097,hallervorden-spatz disease
D07098,hallervorden-spatz syndrome
D07099,hallopeau-siemens
D07100,hallucinations
D07101,hallucinations - hemiparesis - irritability - loss of facial expression - memory impairment
D07102,hallux
D07103,hallux - aplasia/hypoplasia of the middle phalanx of the 2nd finger - aplasia/hypoplasia of the middle phalanx of the 5th finger - autosomal recessive inheritance - proximal/middle symphalangism of 5th finger - single transverse palmar crease - symphalangism
D07104,hallux - epicanthus - external genital hypoplasia - flared iliac wings - genu valgum - genu varum - high palate - hydronephrosis - hydroureter - hypoplasia of midface - hypoplasia of the maxilla - intellectual disability
D07105,hallux - muscular hypotonia
D07106,hallux valgus 7.5
D07107,ham/tsp
D07108,hamartoma
D07109,hamartoma - macrocephaly - median cleft lip - microglossia - micromelia - micropenis - occipital encephalocele - postaxial hand polydactyly - pulmonary hypoplasia - renal dysplasia - short nose - short ribs - skeletal dysplasia
D07110,hamartoma tumor syndrome
D07111,hamartomas
D07112,hamartomatous polyps
D07113,hammertoes
D07114,hanac syndrome
D07115,hanac) syndrome
D07116,hand - aggressive behavior - apraxia - autosomal recessive inheritance - axonal loss
D07117,hand - aplasia/hypoplasia
D07118,hand - autosomal dominant inheritance
D07119,hand - autosomal dominant inheritance - bipartite calcaneus - broad finger - broad toe - carpal synostosis - decreased finger mobility - dysplastic distal radial epiphyses - fibular hypoplasia - hypoplasia of the radius - hypoplasia of the ulna - mesomelia - radial deviation of finger - short phalanx of finger - short stature - short tibia - short toe - tarsal synostosis - type a brachydactyly
D07120,hand - autosomal dominant inheritance - brachydactyly syndrome
D07121,hand - autosomal dominant inheritance - broad clavicles - broad ribs - choanal stenosis
D07122,hand - autosomal dominant inheritance - broad thumb - camptodactyly - delayed cranial suture closure - delayed eruption of permanent teeth - hemivertebrae - hypoplastic sacrum - joint contracture
D07123,hand - autosomal dominant inheritance - fibular aplasia - oligodactyly (feet) - oligodactyly (hands) - phenotypic variability - shortening of the tibia - syndactyly - tibial bowing - the human phenotype ontology (hpo
D07124,hand - autosomal recessive inheritance - cerebellar atrophy
D07125,hand - keratitis - nail dysplasia - nail dystrophy - oligodontia - split hand - the human phenotype ontology (hpo
D07126,hand - lambdoidal craniosynostosis
D07127,hand - leukonychia - microdontia - narrow palate - osteoarthritis - osteopenia - pear-shaped nose - pes planus
D07128,hand - lissencephaly - macrotia - microcephaly - micromelia - microphthalmia - patent ductus arteriosus - patent foramen ovale - polyhydramnios - proptosis - pterygium - pulmonary hypoplasia - radial deviation of finger - renal agenesis - rocker bottom foot - short neck - short umbilical cord - sloping forehead - small placenta - spina bifida - stillbirth - thick lower lip vermilion - toe syndactyly - transposition of the great arteries - ventricular septal defect
D07129,hand - optic atrophy - pectus excavatum - peripheral demyelination
D07130,hand - syncope - toe syndactyly - triangular face - the human phenotype ontology (hpo
D07131,hand - syndactyly - thick lower lip vermilion - umbilical hernia - underdeveloped superior crus of antihelix - wide anterior fontanel - wide mouth - wide nasal bridge - x-linked inheritance - x-linked recessive inheritance - the human phenotype ontology (hpo
D07132,hand - talipes equinovarus
D07133,hand - tetany - thin clavicles - thin ribs - the human phenotype ontology (hpo
D07134,hand - truncal obesity - x-linked dominant inheritance - x-linked recessive inheritance
D07135,hand abnormalities
D07136,hand abnormality
D07137,hand abnormality called brachymesophalangy
D07138,hand clumsiness
D07139,hand cramps - distal amyotrophy - distal sensory impairment
D07140,hand deformity
D07141,hand joints - hyperplasia of midface - hyperreflexia - hypertelorism - intellectual disability
D07142,hand malformations
D07143,hand movements
D07144,hand polydactyly
D07145,hand tremors
D07146,hand weakness and sensory loss
D07147,"hand, lesions located in deep brain areas are"
D07148,hand-foot syndrome
D07149,hand-foot-genital syndrome
D07150,hand/foot malformation
D07151,hanhart syndrome
D07152,hanhart syndrome syndrome
D07153,hansen's disease
D07154,hantavirus
D07155,hantavirus disease
D07156,hantavirus infection
D07157,hantavirus pulmonary syndrome
D07158,hard-to-treat
D07159,hardens
D07160,hardikar syndrome
D07161,hardness
D07162,harlequin ichthyosis
D07163,harper syndrome
D07164,hartnup disease
D07165,hartnup disease incude skin photosensitivity
D07166,hashimoto thyroiditis
D07167,hashimoto's disease
D07168,hashimoto's encephalitis
D07169,hashimoto's syndrome
D07170,hashimoto's thyroiditis
D07171,hashimotos
D07172,hashimotos disease
D07173,hashimotos syndrome
D07174,haveatrial fibrillation
D07175,hay-wells syndrome
D07176,haze
D07177,haziness
D07178,hazy
D07179,hb bart syndrome
D07180,hbe
D07181,hbe disease
D07182,hbe) disease
D07183,hbh
D07184,hbh disease
D07185,hboc
D07186,hbsc) disease
D07187,hcm
D07188,hd
D07189,hdgc
D07190,hdgc-related cancers
D07191,hdl deficiency
D07192,hdl syndrome
D07193,hdl syndromes
D07194,hdl2
D07195,hdl4
D07196,hdls
D07197,head (brachycephaly
D07198,head - autosomal dominant inheritance
D07199,head - autosomal dominant inheritance - hamartoma - hurthle cell thyroid adenoma
D07200,head - autosomal recessive inheritance - disproportionate short stature - genu valgum - metaphyseal chondrodysplasia - metaphyseal sclerosis - metaphyseal widening - motor delay - progressive leg bowing
D07201,head - hypoplasia of the odontoid process - inguinal hernia - intellectual disability
D07202,head and neck cancer
D07203,head and neck cancers
D07204,head and neck pain
D07205,head and neck squamous cell carcinoma
D07206,head enlargement
D07207,head injuries
D07208,head injury
D07209,head injury causes damage to the brain
D07210,head lice infestation
D07211,head malformations
D07212,head or neck cancer
D07213,head or neck cancers
D07214,head or neck injury
D07215,head pain
D07216,head rigidity
D07217,head trauma
D07218,head tremors
D07219,head-injured
D07220,headache
D07221,headache anxiety tiredness
D07222,headache disorders
D07223,headache nausea and vomiting drowsiness
D07224,headache nausea vomiting stiff neck photophobia
D07225,headache pain
D07226,headaches
D07227,headaches or neck pain
D07228,healthcare-associated infections
D07229,hearing abnormality
D07230,hearing and vision
D07231,hearing and vision loss
D07232,hearing and visual disturbances
D07233,hearing and visual problems may also occur
D07234,hearing defects
D07235,hearing deficits
D07236,hearing difficulties
D07237,hearing disorders
D07238,hearing impairment
D07239,hearing impairment - hypospadias - intellectual disability - neoplasm - spasticity - x-linked inheritance - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D07240,hearing impairments
D07241,hearing loss
D07242,hearing loss - genetic testing registry
D07243,hearing loss hearing loss
D07244,hearing loss laryngotracheoesophageal anomalies
D07245,hearing loss myopia congenital heart defects genital abnormalities
D07246,hearing loss noise-induced hearing loss
D07247,hearing or vision impairment
D07248,hearing or vision loss
D07249,hearing problem
D07250,hearing problems
D07251,"hearing, memory, and learning"
D07252,"hearing, vision problems, and hallucinations"
D07253,"hearing, vision, emotion, and coordinating movement"
D07254,"hearing, vision, sleep, fine and gross motor skills"
D07255,heart (cardiac) muscle
D07256,heart abnormalities
D07257,heart abnormality
D07258,heart and blood clotting
D07259,heart and blood vessel problems
D07260,heart and digestive system abnormalities
D07261,heart and kidney defects
D07262,heart and kidney disease
D07263,heart and lung diseases
D07264,heart anomalies
D07265,heart arrhythmias
D07266,heart attack peripheral artery disease aneurysm
D07267,heart attacks
D07268,heart beats
D07269,heart block
D07270,heart damage
D07271,heart defect
D07272,heart defects
D07273,heart defects seizures vision disorders
D07274,heart disease
D07275,heart disease heart disease
D07276,heart diseases
D07277,heart disorder
D07278,heart disorders
D07279,heart failure
D07280,heart failure - diabetes mellitus
D07281,heart failure - dilated cardiomyopathy
D07282,heart failure - goiter - graves disease
D07283,heart failure - ischemic stroke - lip telangiectasia - melena - mesenteric artery aneurysm
D07284,heart failure and blood clotting
D07285,heart failure heart failure
D07286,heart failure shock
D07287,heart failure short stature joint deformities
D07288,heart failure signs and symptoms
D07289,heart failure symptoms
D07290,heart infection
D07291,heart infections
D07292,heart malformation
D07293,heart malformations
D07294,heart murmur scoliosis
D07295,heart murmurs
D07296,heart muscle abnormalities
D07297,heart muscle contractions
D07298,heart muscle damage
D07299,heart muscle disease
D07300,heart muscle diseases
D07301,heart muscle failure
D07302,heart muscle weakness
D07303,heart or brain abnormalities
D07304,heart or lung disease
D07305,heart pain
D07306,heart palpitations
D07307,heart palpitations wheezing joint pain low blood pressure
D07308,heart problems and abnormal narrowing
D07309,heart rhythm abnormalities
D07310,heart rhythm abnormality
D07311,heart syndrome
D07312,heart valve abnormalities
D07313,heart valve damage
D07314,heart valve defects
D07315,heart valve disease
D07316,heart valve infection
D07317,heart valve infections
D07318,heart valve repair and replacement surgery are less invasive than traditional surgery
D07319,heart-hand syndrome
D07320,heart-healthy
D07321,heartbeat abnormalities
D07322,heartburn
D07323,heartdisease
D07324,heartmay
D07325,heat-related
D07326,heatstroke
D07327,heaviness
D07328,hed
D07329,height loss
D07330,helicobacter pylori
D07331,helicobacter pylori infection
D07332,heliotrope
D07333,helix - pachygyria - patent ductus arteriosus
D07334,helix - palmoplantar hyperkeratosis - peripheral pulmonary artery stenosis
D07335,helix - pectus excavatum - ptosis - pyloric stenosis
D07336,hellp
D07337,hellp syndrome
D07338,hem
D07339,hemangioblastomas
D07340,hemangioendothelioma
D07341,hemangioendotheliomas
D07342,hemangioma
D07343,hemangiomas
D07344,"hemangiomatosis, familial pulmonary capillary"
D07345,hemangiopericytoma
D07346,hemarthrosis
D07347,hematologic cancers
D07348,hematological cancers
D07349,hematological disease
D07350,hematological neoplasm
D07351,hematoma
D07352,hematomas
D07353,hematopoietic toxicity
D07354,hematospermia
D07355,hematuria
D07356,hemianesthesia
D07357,hemicrania
D07358,hemicrania continua
D07359,hemifacial atrophy
D07360,hemifacial hyperplasia strabismus
D07361,hemifacial microsomia
D07362,hemifacial myohyperplasia
D07363,hemifacial spams
D07364,hemifacial spasm
D07365,hemihyperplasia
D07366,hemimegalencephaly
D07367,hemimelia-polysyndactyly-triphalangeal thumb syndrome
D07368,hemiparesis
D07369,hemiplegia
D07370,hemiplegic
D07371,hemiplegic migraine
D07372,hemisphere hypoplasia - cerebellar hypoplasia - cerebellar vermis hypoplasia - chorea - clonus - congenital onset - dystonia - extrapyramidal dyskinesia
D07373,hemivertebrae
D07374,hemivertebrae - hip dislocation
D07375,hemivertebrae - horseshoe kidney - hydrocephalus - hypoplasia of midface - hypoplastic labia majora - hypospadias - intellectual disability
D07376,hemivertebrae - hydronephrosis - intellectual disability
D07377,hemivertebrae - pulmonary hypoplasia - ventricular septal defect
D07378,hemivertebrae - thoracolumbar scoliosis
D07379,hemmorrhage
D07380,hemochromatosis
D07381,hemochromatosis type 1 hemochromatosis type 2 hemochromatosis type 3 hemochromatosis type 4
D07382,hemochromatosis type 1 hemochromatosis type 2 hemochromatosis type 3 there is also a
D07383,hemochromatosis type 1 is inherited
D07384,hemochromatosis type 1. if the information
D07385,hemochromatosis type 1? the human
D07386,hemochromatosis type 2 hemochromatosis type 3 hemochromatosis type 4
D07387,hemochromatosis type 4
D07388,hemochromatosis type 4 - medlineplus encyclopedia
D07389,hemochromatosis type 4? the human
D07390,hemoglobin e disease
D07391,hemoglobin sickle e disease
D07392,hemoglobinan iron-rich
D07393,hemoglobinopathies
D07394,hemoglobinuria
D07395,hemolysis
D07396,hemolytic
D07397,hemolytic (hee-moh-lit-ick) anemia
D07398,hemolytic anemia
D07399,hemolytic anemia lethal congenital nonspherocytic with genital and other abnormalities
D07400,hemolytic anemias
D07401,hemolytic uremic syndrome
D07402,hemolytic-uremic syndrome
D07403,hemophagocytic lymphohistiocytosis
D07404,hemophagocytic syndrome
D07405,hemophagocytosis
D07406,hemophilia
D07407,hemophilia a
D07408,hemophilia a. ddavp
D07409,hemophilia b
D07410,hemophilia b leyden
D07411,hemoptysis
D07412,hemoptysis - hypermobility of distal interphalangeal joints - inguinal hernia - keratoconus - mitral valve prolapse - molluscoid pseudotumors
D07413,hemorrhage
D07414,hemorrhage - menorrhagia
D07415,hemorrhage - menorrhagia - thrombocytopenia
D07416,hemorrhages
D07417,hemorrhagic
D07418,hemorrhagic - bleeding
D07419,hemorrhagic diathesis
D07420,hemorrhagic disease
D07421,hemorrhagic fever
D07422,hemorrhagic fevers
D07423,hemorrhagic shock
D07424,hemorrhagic stroke
D07425,hemorrhagic strokes
D07426,hemorrhagic telangiectasia syndrome
D07427,hemorrhaging
D07428,hemorrhoid
D07429,hemorrhoids
D07430,hemothorax
D07431,hennekam syndrome
D07432,henoch-schnlein purpura
D07433,henoch-schnlein purpuraa disease
D07434,henoch-schonlein purpura
D07435,heparin-induced thrombocytopenia
D07436,hepatic (liver
D07437,hepatic abnormalities
D07438,hepatic and common bile ducts
D07439,hepatic arterial occlusion
D07440,hepatic artery embolization
D07441,hepatic avms is liver transplantation
D07442,hepatic encephalopathy
D07443,hepatic failure
D07444,hepatic lipase deficiency
D07445,hepatic or renal disease
D07446,hepatic porphyrias
D07447,hepatic steatosis
D07448,hepatic veno-occlusive disease
D07449,hepatic veno-occlusive disease with immunodeficiency - genetic testing registry: hepatic venoocclusive disease
D07450,hepatic venoocclusive disease
D07451,hepatitis
D07452,hepatitis - autosomal recessive inheritance - chondrocalcinosis - cirrhosis - coma - dementia - drooling - dysarthria - dysphagia - dystonia - esophageal varix - glycosuria - hemolytic anemia - hepatic failure - hepatomegaly - high nonceruloplasmin-bound serum
D07453,hepatitis - epididymitis
D07454,hepatitis - epididymitis - hearing impairment
D07455,hepatitis a
D07456,hepatitis a infection
D07457,hepatitis a. - hepatitis a
D07458,hepatitis a. blood
D07459,hepatitis b
D07460,hepatitis b infection
D07461,hepatitis b. blood
D07462,hepatitis b. hepatitis b
D07463,hepatitis c
D07464,hepatitis c infections
D07465,hepatitis c. hepatitis c
D07466,hepatitis d
D07467,hepatitis d infection
D07468,hepatitis e
D07469,hepatitis infection
D07470,hepatitis infections
D07471,hepatitis* b
D07472,"hepatitis, epstein-barr virus"
D07473,hepato
D07474,hepatoblastoma
D07475,hepatocellular carcinoma
D07476,hepatoerythropoietic porphyria
D07477,hepatomegaly
D07478,hepatomegaly splenomegaly lymphadenopathy
D07479,hepatopathy
D07480,hepatorenal and hepatopulmonary syndromes
D07481,hepatorenal fibrocystic diseases
D07482,hepatorenal syndrome
D07483,hepatosplenomegaly
D07484,heptatitis b
D07485,her2-positive breast cancer
D07486,hereditaria
D07487,hereditary
D07488,hereditary and nonhereditary palmoplantar keratodermas
D07489,hereditary angioedema
D07490,hereditary angioedema type
D07491,hereditary angioedema type i and type ii
D07492,"hereditary angioedema type i lead to reduced levels of c1 inhibitor in the blood, while mutations"
D07493,hereditary angioedema type iii remains unknown
D07494,hereditary angioneurotic edema
D07495,hereditary angiopathy
D07496,hereditary antithrombin deficiency
D07497,hereditary ataxia
D07498,hereditary ataxias
D07499,hereditary blistering skin disease
D07500,hereditary breast and ovarian cancer syndrome
D07501,hereditary breast cancer
D07502,hereditary breast cancers
D07503,hereditary breast/ovarian cancer
D07504,hereditary cancer syndromes
D07505,hereditary cancer syndromes - new york thyroid
D07506,hereditary cancer syndromes - university of iowa: are tests for
D07507,hereditary cancers
D07508,hereditary ccm disease
D07509,hereditary cerebral amyloid angiopathy
D07510,hereditary cerebral hemorrhage
D07511,hereditary chorea
D07512,hereditary colorectal cancer
D07513,hereditary congenital facial paresis
D07514,hereditary connective tissue disorders
D07515,hereditary coproporphyria
D07516,hereditary deafness
D07517,hereditary desmoid disease
D07518,hereditary diffuse gastric cancer
D07519,hereditary disease
D07520,hereditary diseases
D07521,hereditary disorder
D07522,hereditary elliptocytosis
D07523,hereditary endotheliopathy
D07524,hereditary folate malabsorption
D07525,hereditary fructose intolerance
D07526,hereditary fructosuria
D07527,hereditary geniospasm
D07528,hereditary gingival fibromatosis
D07529,hereditary hair loss
D07530,hereditary hearing loss
D07531,hereditary hemochromatosis
D07532,hereditary hemochromatosis - genefacts: hereditary hemochromatosis
D07533,hereditary hemochromatosis click on the disease
D07534,hereditary hemorrhagic telangiectasia
D07535,hereditary hemorrhagic telangiectasia - genetic testing registry: hereditary hemorrhagic telangiectasia type 2 - genetic testing registry: hereditary hemorrhagic telangiectasia type 3 - genetic testing registry: hereditary hemorrhagic telangiectasia type 4 - genetic testing registry: juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome
D07536,hereditary hemorrhagic telangiectasia type 1 is caused by mutations
D07537,"hereditary hemorrhagic telangiectasia type 3 is not known, but is believed to be located on chromosome 5"
D07538,"hereditary hemorrhagic telangiectasia type 4? the human phenotype ontology provides the following list of signs and symptoms for hereditary hemorrhagic telangiectasia type 4. if the information is available, the table below includes how often the symptom is seen in people with this condition"
D07539,hereditary hyperekplexia
D07540,hereditary hypophosphatemic rickets
D07541,hereditary kidney diseases
D07542,hereditary leiomyomatosis
D07543,hereditary lymphedema type i - medlineplus encyclopedia: lymphatic obstruction
D07544,hereditary lymphedema type ii
D07545,hereditary motor and sensory
D07546,hereditary motor and sensory neuropathies
D07547,hereditary motor and sensory neuropathy
D07548,hereditary motor neuronopathy type 2a - genetic testing registry
D07549,hereditary motor neuronopathy type 2b - medlineplus encyclopedia: weakness
D07550,hereditary motor neuronopathy type 5 - genetic testing registry
D07551,hereditary motor neuronopathy type 5b - medlineplus encyclopedia: high-arched foot these resources from medlineplus offer information about the diagnosis and management of various health conditions: - diagnostic tests - drug therapy - surgery and rehabilitation - genetic counseling - palliative care
D07552,hereditary motor neuropathy
D07553,hereditary movement disorder
D07554,hereditary mucoepithelial dysplasia
D07555,hereditary multi-infarct dementia
D07556,hereditary multiple exostoses
D07557,hereditary multiple osteochondromas
D07558,hereditary myopathy
D07559,hereditary nephritisalport syndrome
D07560,hereditary nephrogenic diabetes insipidus
D07561,hereditary neuralgic amyotrophy
D07562,hereditary neurodegenerative disease
D07563,hereditary neuropathies
D07564,hereditary neuropathy
D07565,hereditary non-polyposis colon cancer
D07566,hereditary nonpolyposis colon cancer
D07567,hereditary nonpolyposis colorectal cancer
D07568,hereditary nonpolyposis colorectal cancer type 3 - genetic testing registry: hereditary nonpolyposis colorectal cancer type 4 - genetic testing registry: hereditary nonpolyposis colorectal cancer type 5 - genetic testing registry: hereditary nonpolyposis colorectal cancer type 8 - genetic testing registry
D07569,hereditary nonpolyposis colorectal carcinoma - neoplasm of the stomach - renal cell carcinoma - transitional cell carcinoma of the bladder - uterine leiomyosarcoma
D07570,hereditary nonspherocytic hemolytic anemia
D07571,hereditary ochronosis
D07572,hereditary ovarian cancer
D07573,hereditary ovarian cancers
D07574,hereditary palmoplantar keratodermas
D07575,hereditary pancreatitis
D07576,hereditary paraganglioma-pheochromocytoma
D07577,hereditary paraganglioma-pheochromocytoma syndromes - genetic testing registry: paragangliomas 1 - genetic testing registry: paragangliomas 2 - genetic testing registry: paragangliomas 3 - genetic testing registry: paragangliomas 4 - medlineplus encyclopedia: pheochromocytoma - national cancer
D07578,hereditary paraganglioma-pheochromocytoma type 1; mutations
D07579,hereditary predisposition
D07580,hereditary prostate cancer
D07581,hereditary prostate cancers
D07582,hereditary retinal dystrophies
D07583,hereditary retinal dystrophy
D07584,hereditary retinoblastoma
D07585,hereditary sensory and autonomic neuropathy type ie
D07586,hereditary sensory and autonomic neuropathy type v
D07587,hereditary sensory and autonomic neuropathy type v. if the information
