:START_ID(Question),:END_ID(Chemical),:TYPE
Q08738,C01077,QUESTION_HAS_CHEMICAL
Q08738,C00011,QUESTION_HAS_CHEMICAL
Q08743,C00135,QUESTION_HAS_CHEMICAL
Q08743,C00193,QUESTION_HAS_CHEMICAL
Q08748,C00680,QUESTION_HAS_CHEMICAL
Q08756,C01803,QUESTION_HAS_CHEMICAL
Q08756,C02247,QUESTION_HAS_CHEMICAL
Q08756,C00135,QUESTION_HAS_CHEMICAL
Q08756,C00863,QUESTION_HAS_CHEMICAL
Q08756,C01649,QUESTION_HAS_CHEMICAL
Q08756,C00625,QUESTION_HAS_CHEMICAL
Q08756,C01327,QUESTION_HAS_CHEMICAL
Q08756,C01050,QUESTION_HAS_CHEMICAL
Q08756,C00819,QUESTION_HAS_CHEMICAL
Q08756,C01808,QUESTION_HAS_CHEMICAL
Q08756,C00521,QUESTION_HAS_CHEMICAL
Q08756,C01850,QUESTION_HAS_CHEMICAL
Q08756,C00247,QUESTION_HAS_CHEMICAL
Q08756,C00884,QUESTION_HAS_CHEMICAL
Q08759,C00946,QUESTION_HAS_CHEMICAL
Q08762,C00946,QUESTION_HAS_CHEMICAL
Q08770,C00720,QUESTION_HAS_CHEMICAL
Q08771,C01598,QUESTION_HAS_CHEMICAL
Q08771,C02029,QUESTION_HAS_CHEMICAL
Q08772,C01079,QUESTION_HAS_CHEMICAL
Q08776,C01296,QUESTION_HAS_CHEMICAL
Q08776,C00418,QUESTION_HAS_CHEMICAL
Q08776,C00212,QUESTION_HAS_CHEMICAL
Q08776,C01327,QUESTION_HAS_CHEMICAL
Q08776,C01189,QUESTION_HAS_CHEMICAL
Q08780,C01296,QUESTION_HAS_CHEMICAL
Q08780,C00523,QUESTION_HAS_CHEMICAL
Q08780,C00363,QUESTION_HAS_CHEMICAL
Q08780,C01327,QUESTION_HAS_CHEMICAL
Q08780,C00382,QUESTION_HAS_CHEMICAL
Q08780,C00211,QUESTION_HAS_CHEMICAL
Q08780,C00135,QUESTION_HAS_CHEMICAL
Q08780,C01164,QUESTION_HAS_CHEMICAL
Q08780,C00249,QUESTION_HAS_CHEMICAL
Q08784,C00522,QUESTION_HAS_CHEMICAL
Q08788,C01311,QUESTION_HAS_CHEMICAL
Q08788,C00810,QUESTION_HAS_CHEMICAL
Q08792,C02133,QUESTION_HAS_CHEMICAL
Q08800,C01311,QUESTION_HAS_CHEMICAL
Q08800,C01775,QUESTION_HAS_CHEMICAL
Q08811,C00490,QUESTION_HAS_CHEMICAL
Q08811,C00489,QUESTION_HAS_CHEMICAL
Q08811,C00391,QUESTION_HAS_CHEMICAL
Q08811,C00485,QUESTION_HAS_CHEMICAL
Q08812,C00485,QUESTION_HAS_CHEMICAL
Q08813,C00489,QUESTION_HAS_CHEMICAL
Q08819,C00557,QUESTION_HAS_CHEMICAL
Q08821,C00557,QUESTION_HAS_CHEMICAL
Q08823,C01370,QUESTION_HAS_CHEMICAL
Q08826,C00080,QUESTION_HAS_CHEMICAL
Q08832,C00852,QUESTION_HAS_CHEMICAL
Q08835,C01787,QUESTION_HAS_CHEMICAL
Q08836,C01787,QUESTION_HAS_CHEMICAL
Q08837,C01787,QUESTION_HAS_CHEMICAL
Q08838,C01787,QUESTION_HAS_CHEMICAL
Q08838,C00825,QUESTION_HAS_CHEMICAL
Q08840,C01297,QUESTION_HAS_CHEMICAL
Q08840,C00551,QUESTION_HAS_CHEMICAL
Q08844,C01834,QUESTION_HAS_CHEMICAL
Q08848,C00642,QUESTION_HAS_CHEMICAL
Q08848,C02035,QUESTION_HAS_CHEMICAL
Q08848,C00522,QUESTION_HAS_CHEMICAL
Q08848,C00304,QUESTION_HAS_CHEMICAL
Q08851,C00135,QUESTION_HAS_CHEMICAL
Q08851,C00382,QUESTION_HAS_CHEMICAL
Q08852,C00418,QUESTION_HAS_CHEMICAL
Q08859,C00463,QUESTION_HAS_CHEMICAL
Q08867,C00553,QUESTION_HAS_CHEMICAL
Q08868,C01499,QUESTION_HAS_CHEMICAL
Q08868,C00553,QUESTION_HAS_CHEMICAL
Q08872,C02133,QUESTION_HAS_CHEMICAL
Q08876,C00510,QUESTION_HAS_CHEMICAL
Q08876,C01805,QUESTION_HAS_CHEMICAL
Q08876,C01742,QUESTION_HAS_CHEMICAL
Q08876,C01269,QUESTION_HAS_CHEMICAL
Q08876,C01446,QUESTION_HAS_CHEMICAL
Q08876,C01808,QUESTION_HAS_CHEMICAL
Q08876,C01886,QUESTION_HAS_CHEMICAL
Q08876,C00247,QUESTION_HAS_CHEMICAL
Q08877,C00135,QUESTION_HAS_CHEMICAL
Q08884,C01903,QUESTION_HAS_CHEMICAL
Q08884,C01457,QUESTION_HAS_CHEMICAL
Q08884,C02002,QUESTION_HAS_CHEMICAL
Q08888,C01903,QUESTION_HAS_CHEMICAL
Q08888,C00249,QUESTION_HAS_CHEMICAL
Q08899,C01164,QUESTION_HAS_CHEMICAL
Q08899,C00238,QUESTION_HAS_CHEMICAL
Q08899,C00680,QUESTION_HAS_CHEMICAL
Q08903,C00547,QUESTION_HAS_CHEMICAL
Q08904,C00547,QUESTION_HAS_CHEMICAL
Q08906,C00547,QUESTION_HAS_CHEMICAL
Q08916,C01296,QUESTION_HAS_CHEMICAL
Q08916,C01907,QUESTION_HAS_CHEMICAL
Q08916,C00630,QUESTION_HAS_CHEMICAL
Q08916,C00634,QUESTION_HAS_CHEMICAL
Q08916,C01743,QUESTION_HAS_CHEMICAL
Q08920,C01475,QUESTION_HAS_CHEMICAL
Q08923,C00446,QUESTION_HAS_CHEMICAL
Q08924,C00446,QUESTION_HAS_CHEMICAL
Q08925,C00446,QUESTION_HAS_CHEMICAL
Q08926,C00446,QUESTION_HAS_CHEMICAL
Q08927,C01874,QUESTION_HAS_CHEMICAL
Q08932,C01614,QUESTION_HAS_CHEMICAL
Q08936,C00249,QUESTION_HAS_CHEMICAL
Q08947,C01579,QUESTION_HAS_CHEMICAL
Q08947,C01580,QUESTION_HAS_CHEMICAL
Q08959,C01773,QUESTION_HAS_CHEMICAL
Q08959,C00279,QUESTION_HAS_CHEMICAL
Q08960,C00901,QUESTION_HAS_CHEMICAL
Q08962,C00279,QUESTION_HAS_CHEMICAL
Q08963,C01903,QUESTION_HAS_CHEMICAL
Q08963,C00926,QUESTION_HAS_CHEMICAL
Q08965,C00926,QUESTION_HAS_CHEMICAL
Q08968,C00763,QUESTION_HAS_CHEMICAL
Q08968,C02151,QUESTION_HAS_CHEMICAL
Q08968,C01704,QUESTION_HAS_CHEMICAL
Q08976,C00869,QUESTION_HAS_CHEMICAL
Q08984,C00279,QUESTION_HAS_CHEMICAL
Q08990,C01841,QUESTION_HAS_CHEMICAL
Q09000,C00279,QUESTION_HAS_CHEMICAL
Q09001,C00135,QUESTION_HAS_CHEMICAL
Q09003,C01432,QUESTION_HAS_CHEMICAL
Q09005,C01432,QUESTION_HAS_CHEMICAL
Q09007,C02177,QUESTION_HAS_CHEMICAL
Q09007,C02205,QUESTION_HAS_CHEMICAL
Q09007,C00825,QUESTION_HAS_CHEMICAL
Q09012,C00680,QUESTION_HAS_CHEMICAL
Q09012,C01164,QUESTION_HAS_CHEMICAL
Q09019,C01265,QUESTION_HAS_CHEMICAL
Q09028,C00249,QUESTION_HAS_CHEMICAL
Q09032,C01767,QUESTION_HAS_CHEMICAL
Q09032,C02052,QUESTION_HAS_CHEMICAL
Q09032,C01614,QUESTION_HAS_CHEMICAL
Q09032,C02151,QUESTION_HAS_CHEMICAL
Q09038,C01085,QUESTION_HAS_CHEMICAL
Q09048,C01614,QUESTION_HAS_CHEMICAL
Q09048,C01903,QUESTION_HAS_CHEMICAL
Q09048,C00554,QUESTION_HAS_CHEMICAL
Q09055,C00428,QUESTION_HAS_CHEMICAL
Q09056,C00432,QUESTION_HAS_CHEMICAL
Q09056,C00875,QUESTION_HAS_CHEMICAL
Q09067,C02090,QUESTION_HAS_CHEMICAL
Q09068,C01471,QUESTION_HAS_CHEMICAL
Q09068,C02035,QUESTION_HAS_CHEMICAL
Q09068,C01181,QUESTION_HAS_CHEMICAL
Q09075,C01347,QUESTION_HAS_CHEMICAL
Q09076,C01164,QUESTION_HAS_CHEMICAL
Q09076,C01347,QUESTION_HAS_CHEMICAL
Q09078,C01347,QUESTION_HAS_CHEMICAL
Q09080,C01614,QUESTION_HAS_CHEMICAL
Q09080,C01287,QUESTION_HAS_CHEMICAL
Q09080,C00300,QUESTION_HAS_CHEMICAL
Q09080,C01034,QUESTION_HAS_CHEMICAL
Q09088,C01746,QUESTION_HAS_CHEMICAL
Q09088,C01164,QUESTION_HAS_CHEMICAL
Q09088,C00679,QUESTION_HAS_CHEMICAL
Q09096,C02146,QUESTION_HAS_CHEMICAL
Q09096,C01298,QUESTION_HAS_CHEMICAL
Q09096,C01948,QUESTION_HAS_CHEMICAL
Q09096,C01638,QUESTION_HAS_CHEMICAL
Q09096,C00740,QUESTION_HAS_CHEMICAL
Q09096,C02134,QUESTION_HAS_CHEMICAL
Q09096,C00207,QUESTION_HAS_CHEMICAL
Q09096,C00247,QUESTION_HAS_CHEMICAL
Q09096,C00391,QUESTION_HAS_CHEMICAL
Q09108,C01842,QUESTION_HAS_CHEMICAL
Q09108,C00279,QUESTION_HAS_CHEMICAL
Q09112,C02159,QUESTION_HAS_CHEMICAL
Q09115,C01475,QUESTION_HAS_CHEMICAL
Q09119,C01772,QUESTION_HAS_CHEMICAL
Q09119,C00564,QUESTION_HAS_CHEMICAL
Q09123,C01502,QUESTION_HAS_CHEMICAL
Q09128,C00175,QUESTION_HAS_CHEMICAL
Q09128,C00680,QUESTION_HAS_CHEMICAL
Q09128,C00363,QUESTION_HAS_CHEMICAL
Q09128,C01753,QUESTION_HAS_CHEMICAL
Q09128,C01705,QUESTION_HAS_CHEMICAL
Q09128,C00420,QUESTION_HAS_CHEMICAL
Q09128,C01610,QUESTION_HAS_CHEMICAL
Q09128,C01164,QUESTION_HAS_CHEMICAL
Q09132,C01614,QUESTION_HAS_CHEMICAL
Q09132,C00279,QUESTION_HAS_CHEMICAL
Q09132,C01903,QUESTION_HAS_CHEMICAL
Q09132,C00079,QUESTION_HAS_CHEMICAL
Q09132,C01036,QUESTION_HAS_CHEMICAL
Q09136,C01856,QUESTION_HAS_CHEMICAL
Q09136,C01941,QUESTION_HAS_CHEMICAL
Q09136,C00690,QUESTION_HAS_CHEMICAL
Q09136,C01930,QUESTION_HAS_CHEMICAL
Q09136,C01517,QUESTION_HAS_CHEMICAL
Q09136,C01016,QUESTION_HAS_CHEMICAL
Q09136,C00452,QUESTION_HAS_CHEMICAL
Q09144,C01619,QUESTION_HAS_CHEMICAL
Q09144,C01853,QUESTION_HAS_CHEMICAL
Q09144,C01548,QUESTION_HAS_CHEMICAL
Q09144,C00307,QUESTION_HAS_CHEMICAL
Q09144,C00522,QUESTION_HAS_CHEMICAL
Q09145,C01853,QUESTION_HAS_CHEMICAL
Q09145,C00522,QUESTION_HAS_CHEMICAL
Q09156,C01866,QUESTION_HAS_CHEMICAL
Q09168,C00551,QUESTION_HAS_CHEMICAL
Q09175,C00953,QUESTION_HAS_CHEMICAL
Q09175,C00108,QUESTION_HAS_CHEMICAL
Q09175,C00587,QUESTION_HAS_CHEMICAL
Q09176,C02001,QUESTION_HAS_CHEMICAL
Q09183,C01475,QUESTION_HAS_CHEMICAL
Q09187,C00135,QUESTION_HAS_CHEMICAL
Q09188,C01619,QUESTION_HAS_CHEMICAL
Q09188,C01907,QUESTION_HAS_CHEMICAL
Q09188,C01753,QUESTION_HAS_CHEMICAL
Q09188,C01637,QUESTION_HAS_CHEMICAL
Q09188,C01378,QUESTION_HAS_CHEMICAL
Q09188,C00522,QUESTION_HAS_CHEMICAL
Q09188,C00382,QUESTION_HAS_CHEMICAL
Q09188,C01610,QUESTION_HAS_CHEMICAL
Q09188,C01164,QUESTION_HAS_CHEMICAL
Q09192,C02146,QUESTION_HAS_CHEMICAL
Q09200,C00418,QUESTION_HAS_CHEMICAL
Q09200,C02133,QUESTION_HAS_CHEMICAL
Q09200,C01517,QUESTION_HAS_CHEMICAL
Q09206,C00883,QUESTION_HAS_CHEMICAL
Q09209,C01156,QUESTION_HAS_CHEMICAL
Q09216,C01842,QUESTION_HAS_CHEMICAL
Q09216,C00279,QUESTION_HAS_CHEMICAL
Q09220,C00363,QUESTION_HAS_CHEMICAL
Q09224,C02035,QUESTION_HAS_CHEMICAL
Q09224,C00249,QUESTION_HAS_CHEMICAL
Q09224,C00304,QUESTION_HAS_CHEMICAL
Q09224,C00314,QUESTION_HAS_CHEMICAL
Q09228,C00425,QUESTION_HAS_CHEMICAL
Q09228,C01897,QUESTION_HAS_CHEMICAL
Q09235,C02224,QUESTION_HAS_CHEMICAL
Q09236,C01448,QUESTION_HAS_CHEMICAL
Q09236,C00743,QUESTION_HAS_CHEMICAL
Q09243,C00391,QUESTION_HAS_CHEMICAL
Q09244,C01614,QUESTION_HAS_CHEMICAL
Q09244,C00579,QUESTION_HAS_CHEMICAL
Q09244,C01966,QUESTION_HAS_CHEMICAL
Q09244,C00574,QUESTION_HAS_CHEMICAL
Q09244,C00300,QUESTION_HAS_CHEMICAL
Q09244,C01287,QUESTION_HAS_CHEMICAL
Q09244,C00391,QUESTION_HAS_CHEMICAL
Q09252,C00135,QUESTION_HAS_CHEMICAL
Q09252,C00485,QUESTION_HAS_CHEMICAL
Q09263,C01475,QUESTION_HAS_CHEMICAL
Q09284,C01613,QUESTION_HAS_CHEMICAL
Q09284,C00574,QUESTION_HAS_CHEMICAL
Q09284,C01897,QUESTION_HAS_CHEMICAL
Q09288,C00554,QUESTION_HAS_CHEMICAL
Q09291,C01881,QUESTION_HAS_CHEMICAL
Q09292,C00642,QUESTION_HAS_CHEMICAL
Q09292,C00238,QUESTION_HAS_CHEMICAL
Q09292,C00852,QUESTION_HAS_CHEMICAL
Q09292,C02030,QUESTION_HAS_CHEMICAL
Q09292,C01881,QUESTION_HAS_CHEMICAL
Q09293,C00238,QUESTION_HAS_CHEMICAL
Q09293,C01881,QUESTION_HAS_CHEMICAL
Q09294,C01881,QUESTION_HAS_CHEMICAL
Q09296,C00518,QUESTION_HAS_CHEMICAL
Q09296,C01136,QUESTION_HAS_CHEMICAL
Q09296,C02052,QUESTION_HAS_CHEMICAL
Q09296,C02133,QUESTION_HAS_CHEMICAL
Q09296,C00779,QUESTION_HAS_CHEMICAL
Q09299,C00089,QUESTION_HAS_CHEMICAL
Q09311,C01598,QUESTION_HAS_CHEMICAL
Q09312,C00418,QUESTION_HAS_CHEMICAL
Q09312,C01548,QUESTION_HAS_CHEMICAL
Q09324,C00574,QUESTION_HAS_CHEMICAL
Q09328,C01517,QUESTION_HAS_CHEMICAL
Q09328,C00453,QUESTION_HAS_CHEMICAL
Q09328,C01623,QUESTION_HAS_CHEMICAL
Q09332,C00135,QUESTION_HAS_CHEMICAL
Q09332,C00263,QUESTION_HAS_CHEMICAL
Q09335,C00391,QUESTION_HAS_CHEMICAL
Q09337,C00391,QUESTION_HAS_CHEMICAL
Q09340,C01614,QUESTION_HAS_CHEMICAL
Q09340,C00579,QUESTION_HAS_CHEMICAL
Q09340,C01966,QUESTION_HAS_CHEMICAL
Q09340,C00574,QUESTION_HAS_CHEMICAL
Q09340,C00300,QUESTION_HAS_CHEMICAL
Q09340,C01287,QUESTION_HAS_CHEMICAL
Q09344,C02134,QUESTION_HAS_CHEMICAL
Q09344,C00307,QUESTION_HAS_CHEMICAL
Q09344,C01517,QUESTION_HAS_CHEMICAL
Q09344,C00314,QUESTION_HAS_CHEMICAL
Q09350,C00825,QUESTION_HAS_CHEMICAL
Q09352,C00968,QUESTION_HAS_CHEMICAL
Q09352,C01207,QUESTION_HAS_CHEMICAL
Q09352,C02235,QUESTION_HAS_CHEMICAL
Q09352,C00279,QUESTION_HAS_CHEMICAL
Q09353,C00968,QUESTION_HAS_CHEMICAL
Q09353,C02235,QUESTION_HAS_CHEMICAL
Q09353,C00279,QUESTION_HAS_CHEMICAL
Q09359,C01874,QUESTION_HAS_CHEMICAL
Q09359,C00485,QUESTION_HAS_CHEMICAL
Q09361,C01475,QUESTION_HAS_CHEMICAL
Q09363,C00135,QUESTION_HAS_CHEMICAL
Q09363,C01061,QUESTION_HAS_CHEMICAL
Q09364,C01061,QUESTION_HAS_CHEMICAL
Q09364,C00249,QUESTION_HAS_CHEMICAL
Q09364,C00207,QUESTION_HAS_CHEMICAL
Q09365,C01061,QUESTION_HAS_CHEMICAL
Q09368,C01903,QUESTION_HAS_CHEMICAL
Q09372,C00976,QUESTION_HAS_CHEMICAL
Q09380,C00247,QUESTION_HAS_CHEMICAL
Q09380,C00713,QUESTION_HAS_CHEMICAL
Q09380,C01650,QUESTION_HAS_CHEMICAL
Q09380,C01164,QUESTION_HAS_CHEMICAL
Q09380,C02046,QUESTION_HAS_CHEMICAL
Q09384,C01548,QUESTION_HAS_CHEMICAL
Q09384,C01694,QUESTION_HAS_CHEMICAL
Q09388,C00525,QUESTION_HAS_CHEMICAL
Q09388,C02001,QUESTION_HAS_CHEMICAL
Q09388,C00314,QUESTION_HAS_CHEMICAL
Q09393,C01322,QUESTION_HAS_CHEMICAL
Q09394,C01322,QUESTION_HAS_CHEMICAL
Q09395,C01322,QUESTION_HAS_CHEMICAL
Q09406,C01966,QUESTION_HAS_CHEMICAL
Q09413,C00010,QUESTION_HAS_CHEMICAL
Q09422,C00551,QUESTION_HAS_CHEMICAL
Q09429,C00901,QUESTION_HAS_CHEMICAL
Q09433,C02169,QUESTION_HAS_CHEMICAL
Q09433,C02011,QUESTION_HAS_CHEMICAL
Q09433,C02170,QUESTION_HAS_CHEMICAL
Q09434,C00135,QUESTION_HAS_CHEMICAL
Q09434,C02011,QUESTION_HAS_CHEMICAL
Q09435,C00135,QUESTION_HAS_CHEMICAL
Q09436,C02011,QUESTION_HAS_CHEMICAL
Q09437,C01475,QUESTION_HAS_CHEMICAL
Q09450,C01299,QUESTION_HAS_CHEMICAL
Q09458,C00823,QUESTION_HAS_CHEMICAL
Q09458,C00135,QUESTION_HAS_CHEMICAL
Q09458,C00853,QUESTION_HAS_CHEMICAL
Q09458,C01756,QUESTION_HAS_CHEMICAL
Q09458,C01753,QUESTION_HAS_CHEMICAL
Q09458,C01234,QUESTION_HAS_CHEMICAL
Q09458,C00314,QUESTION_HAS_CHEMICAL
Q09458,C00382,QUESTION_HAS_CHEMICAL
Q09458,C01610,QUESTION_HAS_CHEMICAL
Q09458,C01085,QUESTION_HAS_CHEMICAL
Q09461,C01475,QUESTION_HAS_CHEMICAL
Q09464,C01614,QUESTION_HAS_CHEMICAL
Q09468,C00249,QUESTION_HAS_CHEMICAL
Q09472,C00255,QUESTION_HAS_CHEMICAL
Q09472,C00825,QUESTION_HAS_CHEMICAL
Q09479,C00110,QUESTION_HAS_CHEMICAL
Q09479,C00286,QUESTION_HAS_CHEMICAL
Q09479,C00901,QUESTION_HAS_CHEMICAL
Q09479,C01688,QUESTION_HAS_CHEMICAL
Q09480,C02169,QUESTION_HAS_CHEMICAL
Q09480,C02011,QUESTION_HAS_CHEMICAL
Q09480,C01848,QUESTION_HAS_CHEMICAL
Q09480,C01846,QUESTION_HAS_CHEMICAL
Q09480,C00644,QUESTION_HAS_CHEMICAL
Q09481,C01688,QUESTION_HAS_CHEMICAL
Q09487,C01873,QUESTION_HAS_CHEMICAL
Q09496,C00247,QUESTION_HAS_CHEMICAL
Q09496,C00175,QUESTION_HAS_CHEMICAL
Q09496,C01959,QUESTION_HAS_CHEMICAL
Q09496,C00841,QUESTION_HAS_CHEMICAL
Q09496,C01903,QUESTION_HAS_CHEMICAL
Q09496,C02035,QUESTION_HAS_CHEMICAL
Q09496,C01317,QUESTION_HAS_CHEMICAL
Q09496,C00642,QUESTION_HAS_CHEMICAL
Q09496,C00599,QUESTION_HAS_CHEMICAL
Q09496,C01515,QUESTION_HAS_CHEMICAL
Q09496,C00596,QUESTION_HAS_CHEMICAL
Q09496,C00205,QUESTION_HAS_CHEMICAL
Q09496,C01860,QUESTION_HAS_CHEMICAL
Q09496,C00522,QUESTION_HAS_CHEMICAL
Q09496,C00580,QUESTION_HAS_CHEMICAL
Q09496,C01297,QUESTION_HAS_CHEMICAL
Q09496,C00304,QUESTION_HAS_CHEMICAL
Q09496,C01431,QUESTION_HAS_CHEMICAL
Q09500,C01054,QUESTION_HAS_CHEMICAL
Q09500,C00551,QUESTION_HAS_CHEMICAL
Q09504,C00599,QUESTION_HAS_CHEMICAL
Q09504,C00680,QUESTION_HAS_CHEMICAL
Q09504,C00642,QUESTION_HAS_CHEMICAL
Q09504,C00724,QUESTION_HAS_CHEMICAL
Q09504,C01166,QUESTION_HAS_CHEMICAL
Q09504,C00304,QUESTION_HAS_CHEMICAL
Q09508,C00279,QUESTION_HAS_CHEMICAL
Q09508,C01948,QUESTION_HAS_CHEMICAL
Q09508,C00739,QUESTION_HAS_CHEMICAL
Q09508,C01036,QUESTION_HAS_CHEMICAL
Q09510,C01727,QUESTION_HAS_CHEMICAL
Q09510,C01598,QUESTION_HAS_CHEMICAL
Q09510,C00373,QUESTION_HAS_CHEMICAL
Q09510,C01234,QUESTION_HAS_CHEMICAL
Q09510,C02171,QUESTION_HAS_CHEMICAL
Q09512,C01903,QUESTION_HAS_CHEMICAL
Q09520,C02215,QUESTION_HAS_CHEMICAL
Q09520,C01727,QUESTION_HAS_CHEMICAL
Q09520,C00432,QUESTION_HAS_CHEMICAL
Q09520,C00182,QUESTION_HAS_CHEMICAL
Q09523,C00547,QUESTION_HAS_CHEMICAL
Q09524,C01164,QUESTION_HAS_CHEMICAL
Q09524,C00548,QUESTION_HAS_CHEMICAL
Q09524,C02035,QUESTION_HAS_CHEMICAL
Q09524,C00304,QUESTION_HAS_CHEMICAL
Q09524,C00522,QUESTION_HAS_CHEMICAL
Q09524,C02070,QUESTION_HAS_CHEMICAL
Q09524,C00547,QUESTION_HAS_CHEMICAL
Q09524,C02005,QUESTION_HAS_CHEMICAL
Q09524,C01516,QUESTION_HAS_CHEMICAL
Q09526,C00547,QUESTION_HAS_CHEMICAL
Q09548,C00577,QUESTION_HAS_CHEMICAL
Q09548,C02006,QUESTION_HAS_CHEMICAL
Q09548,C01016,QUESTION_HAS_CHEMICAL
Q09548,C00574,QUESTION_HAS_CHEMICAL
Q09548,C00300,QUESTION_HAS_CHEMICAL
Q09548,C01287,QUESTION_HAS_CHEMICAL
Q09548,C01523,QUESTION_HAS_CHEMICAL
Q09551,C00747,QUESTION_HAS_CHEMICAL
Q09551,C01998,QUESTION_HAS_CHEMICAL
Q09555,C01085,QUESTION_HAS_CHEMICAL
Q09556,C00304,QUESTION_HAS_CHEMICAL
Q09560,C00239,QUESTION_HAS_CHEMICAL
Q09575,C01347,QUESTION_HAS_CHEMICAL
Q09580,C01311,QUESTION_HAS_CHEMICAL
Q09580,C00810,QUESTION_HAS_CHEMICAL
Q09580,C01775,QUESTION_HAS_CHEMICAL
Q09582,C00228,QUESTION_HAS_CHEMICAL
Q09582,C00143,QUESTION_HAS_CHEMICAL
Q09584,C02171,QUESTION_HAS_CHEMICAL
Q09584,C01085,QUESTION_HAS_CHEMICAL
Q09587,C02041,QUESTION_HAS_CHEMICAL
Q09587,C02042,QUESTION_HAS_CHEMICAL
Q09588,C02041,QUESTION_HAS_CHEMICAL
Q09588,C02159,QUESTION_HAS_CHEMICAL
Q09588,C00249,QUESTION_HAS_CHEMICAL
Q09591,C01569,QUESTION_HAS_CHEMICAL
Q09591,C02053,QUESTION_HAS_CHEMICAL
Q09592,C01383,QUESTION_HAS_CHEMICAL
Q09592,C01036,QUESTION_HAS_CHEMICAL
Q09596,C01091,QUESTION_HAS_CHEMICAL
Q09596,C01726,QUESTION_HAS_CHEMICAL
Q09612,C01517,QUESTION_HAS_CHEMICAL
Q09612,C00249,QUESTION_HAS_CHEMICAL
Q09615,C00730,QUESTION_HAS_CHEMICAL
Q09615,C00901,QUESTION_HAS_CHEMICAL
Q09615,C01845,QUESTION_HAS_CHEMICAL
Q09615,C01598,QUESTION_HAS_CHEMICAL
Q09615,C00423,QUESTION_HAS_CHEMICAL
Q09615,C00391,QUESTION_HAS_CHEMICAL
Q09616,C00645,QUESTION_HAS_CHEMICAL
Q09616,C01600,QUESTION_HAS_CHEMICAL
Q09616,C00081,QUESTION_HAS_CHEMICAL
Q09620,C01430,QUESTION_HAS_CHEMICAL
Q09620,C01391,QUESTION_HAS_CHEMICAL
Q09620,C00852,QUESTION_HAS_CHEMICAL
Q09620,C00249,QUESTION_HAS_CHEMICAL
Q09624,C00528,QUESTION_HAS_CHEMICAL
Q09628,C01853,QUESTION_HAS_CHEMICAL
Q09628,C00522,QUESTION_HAS_CHEMICAL
Q09636,C01389,QUESTION_HAS_CHEMICAL
Q09636,C00918,QUESTION_HAS_CHEMICAL
Q09636,C01136,QUESTION_HAS_CHEMICAL
Q09636,C00418,QUESTION_HAS_CHEMICAL
Q09636,C00852,QUESTION_HAS_CHEMICAL
Q09641,C01393,QUESTION_HAS_CHEMICAL
Q09644,C01297,QUESTION_HAS_CHEMICAL
Q09644,C01897,QUESTION_HAS_CHEMICAL
Q09648,C00157,QUESTION_HAS_CHEMICAL
Q09648,C02211,QUESTION_HAS_CHEMICAL
Q09648,C00866,QUESTION_HAS_CHEMICAL
Q09651,C00559,QUESTION_HAS_CHEMICAL
Q09651,C01845,QUESTION_HAS_CHEMICAL
Q09652,C01897,QUESTION_HAS_CHEMICAL
Q09652,C01845,QUESTION_HAS_CHEMICAL
Q09660,C02130,QUESTION_HAS_CHEMICAL
Q09660,C00772,QUESTION_HAS_CHEMICAL
Q09660,C01903,QUESTION_HAS_CHEMICAL
Q09660,C01615,QUESTION_HAS_CHEMICAL
Q09660,C00101,QUESTION_HAS_CHEMICAL
Q09660,C00853,QUESTION_HAS_CHEMICAL
Q09660,C00249,QUESTION_HAS_CHEMICAL
Q09661,C01818,QUESTION_HAS_CHEMICAL
Q09671,C00747,QUESTION_HAS_CHEMICAL
Q09671,C01903,QUESTION_HAS_CHEMICAL
Q09671,C00485,QUESTION_HAS_CHEMICAL
Q09672,C01979,QUESTION_HAS_CHEMICAL
Q09672,C00901,QUESTION_HAS_CHEMICAL
Q09672,C00458,QUESTION_HAS_CHEMICAL
Q09675,C01842,QUESTION_HAS_CHEMICAL
Q09675,C01974,QUESTION_HAS_CHEMICAL
Q09677,C00664,QUESTION_HAS_CHEMICAL
Q09683,C01032,QUESTION_HAS_CHEMICAL
Q09683,C02110,QUESTION_HAS_CHEMICAL
Q09683,C01852,QUESTION_HAS_CHEMICAL
Q09683,C02171,QUESTION_HAS_CHEMICAL
Q09684,C01542,QUESTION_HAS_CHEMICAL
Q09684,C00961,QUESTION_HAS_CHEMICAL
Q09684,C00152,QUESTION_HAS_CHEMICAL
Q09684,C00642,QUESTION_HAS_CHEMICAL
Q09684,C02110,QUESTION_HAS_CHEMICAL
Q09684,C00421,QUESTION_HAS_CHEMICAL
Q09687,C00838,QUESTION_HAS_CHEMICAL
Q09696,C00135,QUESTION_HAS_CHEMICAL
Q09700,C02146,QUESTION_HAS_CHEMICAL
Q09700,C01061,QUESTION_HAS_CHEMICAL
Q09700,C00400,QUESTION_HAS_CHEMICAL
Q09704,C00290,QUESTION_HAS_CHEMICAL
Q09704,C02035,QUESTION_HAS_CHEMICAL
Q09704,C01737,QUESTION_HAS_CHEMICAL
Q09704,C01736,QUESTION_HAS_CHEMICAL
Q09704,C00922,QUESTION_HAS_CHEMICAL
Q09704,C01337,QUESTION_HAS_CHEMICAL
Q09704,C00314,QUESTION_HAS_CHEMICAL
Q09704,C00304,QUESTION_HAS_CHEMICAL
Q09708,C01903,QUESTION_HAS_CHEMICAL
